id,doi,title,author,journaltitle,volume,issue,pubdate,pagerange,publisher,type,reviewed-work,abstract
10.2307/174289,10.2307/174289,"Bewitched, Bothered, and Bewildered: A Reply to Farber and Gowa and to Mansfield and Snyder","William R. Thompson, Richard Tucker",The Journal of Conflict Resolution,41,3,1997-06-01T00:00:00Z,pp. 462-477,"Sage Publications, Inc.",fla,,
10.2307/30026759,10.2307/30026759,Public Expenditures in Canadian Provinces: An Empirical Study of Politico-Economic Interactions,Geneviève Tellier,Public Choice,126,4-Mar,2006-03-01T00:00:00Z,pp. 367-385,Springer,fla,,"It is widely believed that government ideology and electoral constraints are two major factors that influence the level of public expenditures. However, Frey and Schneider argue that the effects of the two phenomena are not simultaneous. Only when a government is popular can it pursue ideological goals, and when popularity is low, energies must be redirected toward gaining support from voters to win the next election. Data draw from the Canadian provincial case are used to test empirically this hypothesis. The findings support the Frey and Schneider explanation."
10.2307/40421614,10.2307/40421614,"Morality Politics, Direct Democracy, and Turnout",John A. Grummel,State Politics & Policy Quarterly,8,3,2008-10-01T00:00:00Z,pp. 282-292,"Sage Publications, Inc.",fla,,"During the 2004 and 2006 general elections, a number of states considered different moral policy ballot measures, including marriage definition, abortion bans, and stem cell research. Although more moral policy measures were voted on in the last two general elections, this is certainly not the first time that moral issues have been placed on the ballot. Some political pundits, during these elections, suggested that increased voter turnout in some states was due to these ballot measures. This research examines whether or not the presence of a moral policy measure on a given state's ballot generates higher voter turnout. I find that moral policy ballot measures generate higher turnout in midterm elections but not in presidential elections."
10.2307/40421613,10.2307/40421613,The Impact of Public Financing on Electoral Competition: Evidence from Arizona and Maine,Neil Malhotra,State Politics & Policy Quarterly,8,3,2008-10-01T00:00:00Z,pp. 263-281,"Sage Publications, Inc.",fla,,"Does complete public financing of campaigns enhance electoral competition? Arizona and Maine implemented similar clean elections programs for state-level races in 2000, providing an opportunity to examine the consequences of public financing. Employing two measures of competitiveness, I find that clean elections programs in both states significantly increased competition in districts where challengers accepted public funding. These findings suggest that public monies do not simply attract lowquality challengers and that access to campaign funds is an important determinant of competitiveness. As a result, while public financing programs are not panaceas for uncompetitive elections, such programs can enhance competition in races where money is accepted."
10.2307/3176250,10.2307/3176250,"Crisis, Conditions, and Capital: The Effect of International Monetary Fund Agreements on Foreign Direct Investment Inflows",Nathan M. Jensen,The Journal of Conflict Resolution,48,2,2004-04-01T00:00:00Z,pp. 194-210,"Sage Publications, Inc.",fla,,"A selection model for 68 countries between 1970 and 1998 is used to test the impact of International Monetary Fund (IMF) programs on international capital markets and examine how agreements are perceived by multinational investors. Results reveal that even after controlling for the factors that lead countries to seek IMF support, IMF agreements lead to lower levels of foreign direct investment (FDI). Countries that sign IMF agreements, ceteris paribus, attract 25% less FDI inflows than countries not under IMF agreements."
10.2307/449170,10.2307/449170,Judicial Policymaking in Published and Unpublished Decisions: The Case of Environmental Civil Litigation,"Evan J. Ringquist, Craig E. Emmert",Political Research Quarterly,52,1,1999-03-01T00:00:00Z,pp. 7-37,"Sage Publications, Inc., University of Utah",fla,,"While recent research has improved dramatically our understanding of appellate judicial behavior in constitutional and criminal law, we know comparatively little about the majority of the decisions made by the federal judiciary: civil case decisions in federal district courts. Moreover, by relying upon published cases exclusively, this research may misrepresent those forces influencing the majority of judicial decisions. We address these shortcomings by outlining an integrated model of judicial policymaking and using this model to explain civil penalty severity in all environmental protection cases (published and unpublished) concluded in federal district courts from 1974-91. Additive and interactive heteroskedastic unit effect regression models demonstrate that penalty severity in environmental cases is affected by case and defendant characteristics, judicial policy preferences, the surrounding political context, and federal institutional actors. These models also demonstrate that political considerations are especially influential in published case decisions."
10.2307/23250644,10.2307/23250644,Gubernatorial Coattails in Mexican Congressional Elections,Eric Magar,The Journal of Politics,74,2,2012-04-01T00:00:00Z,pp. 383-399,"Cambridge University Press, Southern Political Science Association",fla,,"Mexican congressional elections 1979—2009 are examined to determine if gubernatorial candidates have coattails helping candidates on the same ticket get elected to higher office and how the advent of democracy changed this. Analysis distinguishes rates at which gubernatorial votes transfer to congressional races from vote thresholds that gubernatorial candidates must exceed to help, rather than hinder, copartisans. Regression estimates reveal that state parties transferred, on average, 49% of their gubernatorial success to congressional candidates in a concurrent race since 1979 and 69% since 1997. Thresholds indicate that it is easier for the PAn and the left to gain from coattails than the PRI, but the difference shrunk with democracy. Presidential coattails, examined for reference, are shorter on average than gubernatorial ones. So local forces appear to move Mexican congressional campaigns and elections as much as national forces since at least 1979, raising questions about the relevance of federalism in developing nations."
10.2307/40926756,10.2307/40926756,"Income Inequality, Party Polarization, and Roll-Call Voting in the U.S. Senate",James C. Garand,The Journal of Politics,72,4,2010-10-01T00:00:00Z,pp. 1109-1128,"Cambridge University Press, Southern Political Science Association",fla,,"McCarty, Poole y and Rosenthal (2006) demonstrate that political parties—both in the electorate and in government—become more ideologically polarized during periods of high income inequality, while differences between the parties wane during periods of relative equality of incomes. I suggest that the processes described McCarty, Poole, and Rosenthal at the national level are applicable to the American state electorates and their elected representatives. Using data on individual attitudes, state-level income inequality, state mass polarization, and U.S. senators' roll-call behavior, I consider the possible effects of state-level income inequality on mass attitudes and the roll-call behavior of U.S. senators since the early 1960s. I hypothesize that (1) Democratic and Republican identifiers in the mass public should be more polarized in states with high income inequality, and (2) state mass polarization and state income inequality should be translated into polarized behavior by U.S. senators representing different political parties. My findings are generally consistent with these polarization hypotheses. Specifically, Democratic and Republican identifiers stake out divergent ideological positions as a function of income inequality, and U.S. senators from states with high levels of income inequality are more polarized than other senators, primarily in response to state income inequality and greater constituency polarization that results from high income inequality."
10.2307/3693607,10.2307/3693607,"Transnational Information Politics: NGO Human Rights Reporting, 1986-2000","James Ron, Howard Ramos, Kathleen Rodgers",International Studies Quarterly,49,3,2005-09-01T00:00:00Z,pp. 557-587,"The International Studies Association, Wiley",fla,,"What shapes the transnational activist agenda? Do non-governmental organizations with a global mandate focus on the world's most pressing problems, or is their reporting also affected by additional considerations? To address these questions, we study the determinants of country reporting by an exemplary transnational actor, Amnesty International, during 1986-2000. We find that while human rights conditions are associated with the volume of their country reporting, other factors also matter, including previous reporting efforts, state power, U.S. military assistance, and a country's media profile. Drawing on interviews with Amnesty and Human Rights Watch staff, we interpret our findings as evidence of Amnesty International's social movement-style ""information politics."" The group produces more written work on some countries than others to maximize advocacy opportunities, shape international standards, promote greater awareness, and raise its profile. This approach has both strengths and weaknesses, which we consider after extending our analysis to other transnational sectors."
10.2307/3186142,10.2307/3186142,The Political Economy of Growth: Democracy and Human Capital,"Matthew A. Baum, David A. Lake",American Journal of Political Science,47,2,2003-04-01T00:00:00Z,pp. 333-347,Midwest Political Science Association,fla,,"Democracy is more than just another brake or booster for the economy. We argue that there are significant indirect effects of democracy on growth through public health and education. Where economists use life expectancy and education as proxies for human capital, we expect democracy will be an important determinant of the level of public services manifested in these indicators. In addition to whatever direct effect democracy may have on growth, we predict an important indirect effect through public policies that condition the level of human capital in different societies. We conduct statistical investigations into the direct and indirect effects of democracy on growth using a data set consisting of a 30-year panel of 128 countries. We find that democracy has no statistically significant direct effect on growth. Rather, we discover that the effect of democracy is largely indirect through increased life expectancy in poor countries and increased secondary education in nonpoor countries."
10.2307/40835627,10.2307/40835627,"The rise of the modern welfare state, ideology, institutions and income security: analysis and evidence","Roger D. Congleton, Feler Bose",Public Choice,144,4-Mar,2010-09-01T00:00:00Z,pp. 535-555,Springer,fla,,"In the 25-year period between 1960 and 1985, there was a great expansion of welfare state programs throughout the West. The fraction of GDP accounted for by social expenditures doubled in much of Europe and grew by 40-50% in many other OECD nations. After 1985, growth in social insurance programs slowed relative to other parts of the economy. This paper explores the extent to which institutions and ideological shifts may have accounted for the period of rapid growth, for differences in the extent of that growth, and for the subsequent reduction in the growth rates of social insurance programs."
10.2307/449251,10.2307/449251,Interest Group Lobbying and U. S. House Decentralization: Linking Informational Focus to Committee Hearing Appearances,Valerie Heitshusen,Political Research Quarterly,53,1,2000-03-01T00:00:00Z,pp. 151-176,"Sage Publications, Inc., University of Utah",fla,,"Using extensive interview and committee testimony data across two contrasting sets of interests (environmental and labor), this article examines the effects of changing House institutional structure on legislative lobbying. Specifically, I argue that the institutional context of the post-reform House has altered the role of lobbyists as information providers by expanding the scope of the conflict to different committees, forcing groups to lobby a wider variety of legislative actors. Relying upon a distinction between 'technical' and 'political' information, I contend that the effect of decentralizing reforms is strengthened or attenuated by the informational focus of the interest group. Using longitudinal committee testimony data (1959-92) for ten groups, I show that the mid-1970s House reforms had differential effects on environmental groups and labor unions—in part, depending on group informational focus. The results have implications for studies of lobbying tactics, theories of information provision, and models of legislative institutional structure."
10.2307/27928227,10.2307/27928227,The Rise of International Nongovernmental Organizations: A Top-Down or Bottom-Up Explanation?,Taedong Lee,Voluntas: International Journal of Voluntary and Nonprofit Organizations,21,3,2010-09-01T00:00:00Z,pp. 393-416,,fla,,"This study examines the conditions that facilitate the growth of international nongovernmental organizations (INGOs) in 126 countries, from 1982 to 2000. To explain the uneven growth of INGOs around the world, I test two competing theoretical approaches. The ""top-down"" perspective of growth focuses on the degree of a country's integration into the world polity and international economy. The ""bottom-up"" perspective emphasizes the development of democracy and the prosperity of the domestic economy as significant factors in facilitating INGO growth within a given country. An econometric analysis of panel data with ordinary least squares (OLS) suggests that both economic and political factors at the global and national level explain the rise of INGOs, rather than viewing either in an isolated fashion. Cette étude examine les conditions qui facilitent le développement des organisations internationales non gouvernementales (OING) dans 126 pays, de 1982 à 2000. Afin d'expliquer la croissance inégale des OING à travers le monde, j'utilise à titre expérimental deux approches théoriques concurrentes. L'approche dite « descendante » de la croissance met l'accent sur le degré d'intégration du pays dans le système institutionnel mondial et l'économie internationale. L'approche dite « ascendante » souligne le développement de la démocratie et la prospérité de l'économie nationale en tant que facteurs essentiels facilitant l'essor des OING dans un pays donné. Il ressort de l'analyse économétrique des données de panel réalisée avec la méthode des moindres carrés (MMC) que des facteurs à la fois économiques et politiques aux niveaux national et mondial, plutôt que de les étudier séparément, viennent expliquer le développement des OING. Diese Studie untersucht die Bedingungen, die das Wachstum internationaler nicht-staatlicher Organisationen in 126 Ländern im Zeitraum von 1982 bis 2000 ermöglichten. Zur Erklärung des weltweit ungleichen Wachstums der internationalen nicht-staatlichen Organisationen werden zwei konkurrierende Theorieansätze getestet. Die „Top-down”-Wachstumsperspektive konzentriert sich auf das Ausmaß der Integration eines Landes in der Weltgesellschaft und der internationalen Wirtschaft. Die „Bottom-up”-Perspektive betont die Entwicklung der Demokratie und den Wohlstand der inländischen Wirtschaft als bedeutende Faktoren zur Förderung des Wachstums internationaler nicht-staatlicher Organisationen in einem Land. Eine ökonometrische Analyse von Paneldaten mittels der Methode der kleinsten Quadrate (ordinary least squares, OLS) deutet darauf hin, dass sowohl die wirtschaftlichen als auch politischen Faktoren auf globaler und nationaler Ebene den Anstieg internationaler nicht-staatlicher Organisationen erklären und nicht getrennt voneinander betrachtet werden sollten. El presente estudio analiza las condiciones que han facilitado la proliferación de organizaciones internacionales no gubernamentales (OING) en 126 países, desde 1982 a 2000. Para explicar el desigual crecimiento de las OING en todo el mundo, pongo a prueba dos enfoques teóricos contradictorios: la perspectiva descendente del crecimiento, que se centra en el grado de integración de un país en la política mundial y en la economía internacional; y la perspectiva ascendente, que enfatiza el desarrollo de la democracia y la prosperidad de la economía doméstica como factores importantes a la hora de facilitar la aparición de OING dentro de un país determinado. Un análisis econométrico de datos de panel con mínimos cuadrados ordinarios sugiere que los factores económicos y políticos, tanto internacionales como nacionales, permiten explicar mejor la proliferación de OING que si las consideramos de forma aislada."
10.2307/27798525,10.2307/27798525,When Left Is Right: Party Ideology and Policy in Post-Communist Europe,"MARGIT TAVITS, NATALIA LETKI",The American Political Science Review,103,4,2009-11-01T00:00:00Z,pp. 555-569,American Political Science Association,fla,,"According to the classic partisan theory of spending, leftist parties are expected to increase government spending, and rightist parties are expected to decrease it. We argue that this relationship does not hold in post-Communist countries, where in the context of dual transition to democracy and to a market economy, leftist parties have had stronger incentives and better opportunities to enact tighter budgets, whereas rightist parties were compelled to spend more in order to alleviate economic hardships. We illustrate this theoretical argument with case studies from Hungary and Poland. We then test and find support for our theory by considering the influence of cabinet ideology on total, health, and education spending in thirteen post-Communist democracies from 1989 to 2004. We explore various alternative explanations and provide further narratives to support our causal argument."
10.2307/40925834,10.2307/40925834,Repudiating or Rewarding Neoliberalism? How Broken Campaign Promises Condition Economic Voting in Latin America,"Gregg B. Johnson, Sooh-Rhee Ryu",Latin American Politics and Society,52,4,2010-12-01T00:00:00Z,pp. 1-24,"Center for Latin American Studies at the University of Miami, Wiley",fla,,"Why do voters reward or punish the incumbent government? A number of studies show that economic performance often drives support, though the strength of this relationship is often conditional. This article suggests that economic voting may also be conditioned by the breaking and keeping of campaign promises. A number of presidents throughout Latin America have campaigned explicitly against neoliberal economic policies, only to pursue them aggressively once in office. This study argues that presidents who abandon their promises assert the executive's responsibility for the economy and raise the salience of economic issues in the next election. Consequently, voters respond rationally to these policy switches, rewarding them when they succeed and punishing them when they fail. Using data from 78 presidential elections across 18 countries, this study finds substantial evidence that broken promises exacerbate the consequences of poor economic performance and magnify the benefits of good economic performance."
10.2307/3449897,10.2307/3449897,Politics and State Punitiveness in Black and White,"Jeff Yates, Richard Fording",The Journal of Politics,67,4,2005-11-01T00:00:00Z,pp. 1099-1121,"Cambridge University Press, Southern Political Science Association",fla,,"Recent findings from the literature on imprisonment policy suggest that in addition to traditional social and economic variables, imprisonment rates are also strongly related to changes in the state political environment. In this study, we extend this literature by testing a theory of state punitiveness which posits that (1) the political environment of states influences the degree to which they incarcerate their citizens, and (2) the political determinants of state punitiveness may be conditional upon the racial subpopulation being incarcerated. Our results suggest that increases in state political conservatism in recent decades have contributed to increases in both the growth in black imprisonment rates and black imprisonment disparity (relative to whites), but that these effects are, to a degree, tempered by countervailing political conditions."
10.2307/3595629,10.2307/3595629,The Political Economy of Simultaneous Transitions: An Empirical Test of Two Models,Branislav L. Slantchev,Political Research Quarterly,58,2,2005-06-01T00:00:00Z,pp. 279-294,"Sage Publications, Inc., University of Utah",fla,,"Traditional political economy emphasizes the difficulty of conducting simultaneous transitions toward market economy and democratic government. There are two major theories that seek to explain why some reform programs are never fully implemented or are reversed shortly after their inception. The J-Curve model (JCM) (Przeworski 1993) implicates the short-term losers from reform as the major opposition, and the Partial Reform Equilibrium model (PREM) (Hellman 1998) implicates the winners. I subject the models to empirical analysis with data from 25 post-communist countries and find that the data do not support the contention of the JCM. High unemployment rates do not threaten the survival of reform programs, and government instability does not necessarily translate into bad economic policies. These results suggest that the common concern that socially costly economic reforms endanger the consolidation of democratic norms may be misplaced."
10.2307/41625192,10.2307/41625192,NATIONAL ECONOMIC PERFORMANCE AND PUBLIC SUPPORT FOR THE EU,Marco Montanari,Rivista Internazionale di Scienze Sociali,115,4,2007-10-01T00:00:00Z,pp. 503-524,Vita e Penseiro – Pubblicazioni dell’Università Cattolica del Sacro Cuore,fla,,"This paper analyses the relationship between national economic conditions and public support for the EU. Firstly, it proposes a simple conceptual framework, drawing on theories of utilitarian support and on the recent political economic literature on integration processes. Subsequently, it tests this framework against panel data on EU member countries. The findings show that economic benefits and costs shape citizens' attitudes towards EU membership, but with differences over time and space. Our analysis challenges some previous findings of the literature on aggregate public support for the EU and may also shed some light on the problems encountered during ratification of the Constitutional Treaty."
10.2307/40646721,10.2307/40646721,<b>Stump Speeches and Road Trips: The Impact of State Campaign Appearances in Presidential Elections</b>,"Jeffrey S. Hill, Elaine Rodriquez, Amanda E. Wooden",PS: Political Science and Politics,43,2,2010-04-01T00:00:00Z,pp. 243-254,American Political Science Association,fla,,"Travel, stump speeches, and pressing-the-flesh make up a large part of any presidential electoral campaign. Obviously, candidates feel that their appearances are important, as they make hundreds of appearances between Labor Day and Election Day. But are they right? Well over 100 million people cast ballots in November, but only the tiniest fraction of voters meets or catches a glimpse of either of the candidates. Do candidate appearances and contact sway voters in some way? In this article, we use changes in weekly state tracking polls to determine the impact of candidate appearances in battleground and non-battleground states. Using polling data from the 2000, 2004, and 2008 elections, we find that campaign appearances can change a candidate's polling percentages, and that the impact varies by candidate and location (battleground state, safe Democratic state, or safe Republican state). We also find that the selection of a vice-presidential candidate is important, because of this candidate's ability to campaign effectively."
10.2307/4622541,10.2307/4622541,"The Political Economy of Patronage: Expenditure Patterns in the Argentine Provinces, 1983-2003",Karen L. Remmer,The Journal of Politics,69,2,2007-05-01T00:00:00Z,pp. 363-377,"Cambridge University Press, Southern Political Science Association",fla,,"Under what conditions do politicians emphasize patronage allocations over the provision of public goods? Building upon research on democratic policy management, this paper aims to improve our understanding of patronage politics by focusing upon the political incentives influencing the ability and willingness of politicians to target public sector allocations to political supporters. Drawing upon data on spending priorities at the provincial level in post-1983 Argentina, the statistical analysis provides evidence that the relative importance of patronage allocations fluctuates with partisanship, electoral cycles, revenue sources, and public sector investment in economic development. The findings underline important and largely neglected parallels between clientelistic and programmatic politics and thereby have important implications for the study of the political economy of democracy."
10.2307/40835533,10.2307/40835533,Public servants in parliament: theory and evidence on its determinants in Germany,"Thomas Braendle, Alois Stutzer",Public Choice,145,2-Jan,2010-10-01T00:00:00Z,pp. 223-252,Springer,fla,,This paper addresses the personal linkages between the public service and the legislature that emerge because public servants pursue a political mandate. There are concerns that the representation of public servants in parliaments generates a conflict of interest. We present a cost-benefit calculus and analyze specific legal provisions for the German Laender to understand the selection of public servants into parliaments. We find that a legal incompatibility of a position in the public service and a political mandate decreases and a compensation for having to hold one's office in abeyance increases the fraction of public servants in Laender parliaments.
10.2307/3594856,10.2307/3594856,"Societal Preferences, Partisan Agents, and Monetary Policy Outcomes",David H. Bearce,International Organization,57,2,2003-04-01T00:00:00Z,pp. 373-410,"Cambridge University Press, International Organization Foundation, The MIT Press, University of Wisconsin Press",fla,,"If different producer groups have divergent interests concerning macroeconomic policies, how do societal preferences translate into state policy outcomes? I develop and test a party-as-agent framework for understanding the importance of societal preferences with regard to monetary policy under capital mobility. Following the principal-agent model, political parties function as agents for different societal principals. Rightist parties tend to represent internationally oriented business groups with preferences for monetary convergence, while leftist parties do the same for domestically oriented groups preferring monetary autonomy under capital mobility. I present statistical evidence showing that OECD leftist governments have been associated with more monetary autonomy and currency variability than their rightist counterparts, even after controlling for basic economic indicators such as inflation. The statistical evidence also shows that societal group size tends not to explain either autonomous monetary policy choices or exchange-rate stability. Thus even large and wealthy societal groups may be unable to obtain their preferred policy outcome when their respective partisan agents do not hold government power."
10.2307/2585764,10.2307/2585764,"The Political Economy of Voting Rights Enforcement in America's Gilded Age: Electoral College Competition, Partisan Commitment, and the Federal Election Law","Scott C. James, Brian L. Lawson",The American Political Science Review,93,1,1999-03-01T00:00:00Z,pp. 115-131,American Political Science Association,fla,,"We develop a model of electoral college competition and apply it to the transformation of nineteenth-century voting rights enforcement. The Federal Election Law (1872-92) was born of an effort to secure political power for southern blacks, yet it developed into an expansive machinery to police federal elections in northern cities. We argue that the Reconstruction commitment to black suffrage gradually succumbed to the competitive structure of Gilded Age presidential elections, crowded out by a growing preoccupation with registration and voter fraud in the volatile swing states that typically determined electoral college victory. More broadly, we view the electoral college as a critical force in shaping American political development. With its structured system of competition for doubtful states and pivotal groups, the electoral college injects a unique logic into the dynamics of national politics."
10.2307/27735137,10.2307/27735137,Networks of Intergovernmental Organizations and Convergence in Domestic Economic Policies,Xun Cao,International Studies Quarterly,53,4,2009-12-01T00:00:00Z,pp. 1095-1130,"The International Studies Association, Wiley",fla,,"We studied three potential causal mechanisms through which network dynamics of intergovernmental organizations (IGO) might cause convergence in domestic economic policies. First, IGO networks facilitate policy learnings by providing relevant information. Second, they encourage policy emulation by creating a sense of affinity among countries that are closely connected by IGO networks. Finally, some powerful IGOs ""coerce"" their member states to adopt certain policies. We used causal modeling to test the relationships between different types of IGOs (and the causal mechanisms to which they mostly correspond) and policy convergence. The findings demonstrate the important roles played by salient IGOs such as the WTO, the EU, and the OECD, with each of them having a strong converging effect on their member states' domestic economic policies. More interstingly, we find that the cumulative effects of multiple layers of even the weakest types of IGOs have strong causal effects on states' domestic policies. Indeed, the shared memberships in IGOs with economic functions and with the minimal level of institutional capacity are not only statistically associated with, but also have converging causal effects on, countries' domestic policies. This supports the information-driven policy learning mechanism. The emulation mechanism in which IGO networks create a sense of affinity and therefore facilitate policy diffusion and convergence, on the other hand, is not supported by empirical analysis."
10.2307/25548121,10.2307/25548121,"Agency Problems, the 17th Amendment, and Representation in the Senate","Sean Gailmard, Jeffery A. Jenkins",American Journal of Political Science,53,2,2009-04-01T00:00:00Z,pp. 324-342,Midwest Political Science Association,fla,,"A prominent change in American electoral institutions occurred when the 17th Amendment to the Constitution established direct election of U.S. Senators as of 1914. How did this change the political agency relationship between the mass electorate and U.S. Senators? We develop theoretical expectations about the representational effects of direct election by a relatively inexpert mass electorate and indirect election by a relatively expert political intermediary, based on principal-agent theory. The chief predictions are that the representative will be more responsive to the mass electorate under direct election, but will also have more discretion to pursue his or her own ends. we use the 17th Amendment as a quasi-experiment to test the predictions of the theory. Statistical models show strong support for both predictions. Moreover, the 17th Amendment is not associated with similar changes in the U.S. House of Representatives-as expected, since the amendment did not change House electoral institutions."
10.2307/4122912,10.2307/4122912,Principle vs. Pragmatism: Policy Shifts and Political Competition,Margit Tavits,American Journal of Political Science,51,1,2007-01-01T00:00:00Z,pp. 151-165,Midwest Political Science Association,fla,,"This article investigates the electoral effect of party policy shifts. I argue that whether party policy shifts are damaging or rewarding depends on whether the shift occurs in the pragmatic or principled issue domain. On pragmatic issues, voters value ""getting things done."" Policy shifts in this domain signal responsiveness to the changing environment and are likely to be rewarded. Principled issues, however, concern core beliefs and values. Any policy shift in this domain is a sign of inconsistency and lack of credibility, which is likely to lead to voter withdrawal. These arguments are supported by evidence from 23 advanced democracies over a period of 40 years."
10.2307/23262393,10.2307/23262393,"Racial Composition, White Racial Attitudes, and Black Representation: Testing the Racial Threat Hypothesis in the United States Senate","James M. Avery, Jeffrey A. Fine",Political Behavior,34,3,2012-09-01T00:00:00Z,pp. 391-410,Springer,fla,,"We make the case for why the racial threat hypothesis should characterize the relationship between states' racial composition, whites' racial attitudes, and black representation in the United States Senate. Consistent with this claim, we find that senators from states with larger percentages of African-Americans among the electorate and more racially conservative preferences among whites provide worse representation of black interests in the Senate than their counterparts. We also apply theories of congressional cross-pressures in considering how senator partisanship and region moderate the effect of white racial attitudes on black representation. Finally, consistent with the racial threat hypothesis, we show that the negative effect of white racial attitudes on the quality of black representation is stronger when state unemployment rates are higher."
10.1086/428442,10.1086/428442,Human Rights in a Globalizing World: The Paradox of Empty Promises,"Emilie M. Hafner?Burton, Kiyoteru Tsutsui",American Journal of Sociology,110,5,2005-03-01T00:00:00Z,pp. 1373-1411,The University of Chicago Press,fla,,"The authors examine the impact of the international human rights regime on governments' human rights practices. They propose an explanation that highlights a “paradox of empty promises.” Their core arguments are that the global institutionalization of human rights has created an international context in which (1) governments often ratify human rights treaties as a matter of window dressing, radically decoupling policy from practice and at times exacerbating negative human rights practices, but (2) the emergent global legitimacy of human rights exerts independent global civil society effects that improve states’ actual human rights practices. The authors’ statistical analyses on a comprehensive sample of government repression from 1976 to 1999 find support for their argument."
10.2307/3877880,10.2307/3877880,Why the Move to Free Trade? Democracy and Trade Policy in the Developing Countries,"Helen V. Milner, Keiko Kubota",International Organization,59,1,2005-01-01T00:00:00Z,pp. 107-143,"Cambridge University Press, International Organization Foundation, The MIT Press, University of Wisconsin Press",fla,,"Rising international trade flows are a primary component of globalization. The liberalization of trade policy in many developing countries has helped foster the growth of these flows. Preceding and concurrent with this move to free trade, there has been a global movement toward democracy. We argue that these two trends are related: democratization of the political system reduces the ability of governments to use trade barriers as a strategy for building political support. Political leaders in labor-rich countries may prefer lower trade barriers as democracy increases. Empirical evidence supports our claim about the developing countries from 1970-99. Regime change toward democracy is associated with trade liberalization, controlling for many factors. Conventional explanations of economic reform, such as economic crises and external pressures, seem less salient. Democratization may have fostered globalization in this period."
10.2307/3088035,10.2307/3088035,Money and Challenger Emergence in Gubernatorial Primaries,Kedron Bardwell,Political Research Quarterly,55,3,2002-09-01T00:00:00Z,pp. 653-668,"Sage Publications, Inc., University of Utah",fla,,"Compared to congressional elections, gubernatorial races are underrepresented in the campaign finance literature. At the same time, the great diversity of state campaign finance laws enables a comparative analysis of their impact in gubernatorial races. I use data from 1980 to 2000 to test hypotheses about challenger emergence, campaign finance laws, and candidate spending in gubernatorial party primaries. I find that incumbents with high job approval ratings and those in party endorsement states are more likely to be unopposed in the primary. In contested primaries, experienced challengers and those who accept public funding are better able to match levels of spending by incumbents. The findings shed light on the dynamics of challenger emergence and the potential for public funding programs to make elections more competitive."
10.2307/40421495,10.2307/40421495,The Measurement of the Partisan Balance of State Government,Carl Klarner,State Politics & Policy Quarterly,3,3,2003-10-01T00:00:00Z,pp. 309-319,"Sage Publications, Inc.",fla,,"This note examines problems associated with measuring the partisan balance of state government. A description of a new publicly available dataset is given, as well as of the methods used to collect these data. The results of three data analyses using different measures of state government partisan balance demonstrate that sometimes measurement error on this variable can influence substantive findings."
10.2307/3595601,10.2307/3595601,"Donor Positioning: Development Assistance from the U.S., Japan, France, Germany, and Britain",James H. Lebovic,Political Research Quarterly,58,1,2005-03-01T00:00:00Z,pp. 119-126,"Sage Publications, Inc., University of Utah",fla,,"In this study, I show that traditional models fail to account for a theoretically important, windfall profit that countries receive from their primary donors and that a consequence of neglecting this ""bonus effect"" is that models understate important (indirect) effects of donor interests on aid. Using a Heckman treatment model, I assess bilateral aid distributed to 101 countries, between 1970 and 1994, by the U.S., Japan, France, Germany, and the United Kingdom, the OECD's five largest bilateral aid donors. These five analyses assume that, for a prospective aid recipient, a donor makes two interrelated decisions: (1) how much aid to give that country and (2) how to position itself relative to other donors (i.e., whether or not to be the primary donor). The findings support realist and neo-liberal arguments about the sources of donor aid policy."
10.2307/23275365,10.2307/23275365,Electoral Business Cycles in OECD Countries,"BRANDICE CANES-WRONE, JEE-KWANG PARK",The American Political Science Review,106,1,2012-02-01T00:00:00Z,pp. 103-122,American Political Science Association,fla,,"Studies of Organisation for Economic Co-operation and Development (OECD) countries have generally failed to detect real economic expansions in preelection periods, casting doubt on the existence of opportunistic political business cycles. We develop a theory that predicts that a substantial portion of the economy experiences a real decline in the preelection period if the election is associated with sufficient policy uncertainty. In particular, policy uncertainty induces private actors to postpone investments with high costs of reversal. The resulting declines, which are called reverse electoral business cycles, require sufficient levels of polarization between major parties and electoral competitiveness. To test these predictions, we examine quarterly data on private fixed investment in ten OECD countries between 1975 and 2006. The results show that reverse electoral business cycles exist and as expected, depend on electoral competitiveness and partisan polarization. Moreover, simply by removing private fixed investment from gross domestic product, we uncover evidence of opportunistic cycles."
10.2307/3176306,10.2307/3176306,Spending Priorities and Democratic Rule in Latin America,James H. Lebovic,The Journal of Conflict Resolution,45,4,2001-08-01T00:00:00Z,pp. 427-452,"Sage Publications, Inc.",fla,,"Has democracy produced a shift in Latin American budget priorities from military to civilian spending? Do discerned shifts from military to civilian spending within democracies represent ""hard choices,"" that is, are they shifts of the ""zero-sum"" variety in which resources from one budget are effectively given to another? A budgetary model is developed to explain the change in nonmilitary relative to military spending. Cross-sectional time series data for a large number of Latin American countries in the period from 1974 to 1995 are used to test the model. Results show that level of democracy has a significant positive effect on the size of nonmilitary relative to military budgets, that Latin American democratization is producing significant budgetary changes, and that democratic countries rely on zero-sum trade-offs that defy prediction."
10.2307/2991857,10.2307/2991857,Taking Time Seriously: Time-Series-Cross-Section Analysis with a Binary Dependent Variable,"Nathaniel Beck, Jonathan N. Katz, Richard Tucker",American Journal of Political Science,42,4,1998-10-01T00:00:00Z,pp. 1260-1288,Midwest Political Science Association,fla,,10
