doi,title,author,journaltitle,volume,issue,pubdate,pagerange,abstract,FE type,N*T,Methods Citation,Time,Notes
10.2307/41480828,Competing on Good Politicians,"VINCENZO GALASSO, TOMMASO NANNICINI",The American Political Science Review,105,1,2011-02-01,pp. 79-99,"Is electoral competition good for political selection? To address this issue, we introduce a theoretical model where ideological parties select and allocate high-valence (experts) and low-valence (party loyalists) candidates into electoral districts. Voters care about a national policy (e. g., party ideology) and the valence of their district's candidates. High-valence candidates are more costly for the parties to recruit. We show that parties compete by selecting and allocating good politicians to the most contestable districts. Empirical evidence on Italian members of parliament confirms this prediction: politicians with higher ex ante quality, measured by years of schooling, previous market income, and local government experience, are more likely to run in contestable districts. Indeed, despite being different on average, politicians belonging to opposite political coalitions converge to high-quality levels in close electoral races. Furthermore, politicians elected in contestable districts have fewer absences in parliament, due to a selection effect more than to reelection incentives.",Two-way,5*2.3,,,
10.2307/41480824,Do Natural Resources Fuel Authoritarianism? A Reappraisal of the Resource Curse,"STEPHEN HABER, VICTOR MENALDO",The American Political Science Review,105,1,2011-02-01,pp. 1-26,"A large body of scholarship finds a negative relationship between natural resources and democracy. Extant cross-country regressions, however, assume random effects and are run on panel dataseis with relatively short time dimensions. Because natural resource reliance is not an exogenous variable, this is not an effective strategy for uncovering causal relationships. Numerous sources of bias may be driving the results, the most serious of which is omitted variable bias induced by unobserved country-specific and time-invariant heterogeneity. To address these problems, we develop unique historical dataseis, employ time-series centric techniques, and operationalize explicitly specified counterfactuals. We test to see if there is a long-run relationship between resource reliance and regime type within countries over time, both on a country-by-country basis and across several different panels. We find that increases in resource reliance are not associated with authoritarianism. In fact, in many specifications we generate results that suggest a resource blessing.",Two-way,168*206,,,
10.2307/41480825,The Tragedy of the Nomenklatura Career Incentives and Political Radicalism during China's Great Leap Famine,"JAMES KAI-SING KUNG, SHUO CHEN",The American Political Science Review,105,1,2011-02-01,pp. 27-45,"A salient feature of China's Great Leap Famine is that political radicalism varied enormously across provinces. Using excessive grain procurement as a pertinent measure, we find that such variations were patterned systematically on the political career incentives of Communist Party officials rather than the conventionally assumed ideology or personal idiosyncrasies. Political rank alone can explain 16.83% of the excess death rate: the excess procurement ratio of provinces governed by alternate members of the Central Committee was about 3% higher than in provinces governed by full members, or there was an approximate 1. 11%o increase in the excess death rate. The stronger career incentives of alternate members can be explained by the distinctly greater privileges, status, and power conferred only on the rank of full members of the Central Committee and the ""entry barriers"" to the Politburo that full members faced.",Two-way,24*2,,,
10.2307/41480832,"Parties, Pivots, and Policy: The Status Quo Test",JESSE RICHMAN,The American Political Science Review,105,1,2011-02-01,pp. 151-165,"Identifying policy status quo locations is a precondition for testing key predictions of many spatial models of legislative politics, but such measures have proved to be extremely difficult to construct. This study applies a novel technique that measures policy locations in relation to legislators' preferences. The resulting status quo estimates allow for a direct test of the policy consequences predicted by pivotal politics and party cartel theories of legislative politics. The empirical tests indicate that parties interact with pivotal politics to contribute to policy gridlock and shape policy change. By bringing pressure to bear on pivotal politics ""pivots"" and by blocking policy changes that would ""roll"" the party, parties increase the range of policies subject to gridlock in the American political system.",One-way(Within),,,,
10.2307/23025047,Foreign Aid Shocks as a Cause of Violent Armed Conflict,"Richard A. Nielsen, Michael G. Findley, Zachary S. Davis, Tara Candland, Daniel L. Nielson",American Journal of Political Science,55,2,2011-04-01,pp. 219-232,"In this study we resolve part of the confusion over how foreign aid affects armed conflict. We argue that aid shocksâ€”severe decreases in aid revenuesâ€”inadvertently shift the domestic balance of power and potentially induce violence. During aid shocks, potential rebels gain bargaining strength vis-Ã -vis the government. To appease the rebels, the government must promise future resource transfers, but the government has no incentive to continue its promised transfers if the aid shock proves to be temporary. With the government unable to credibly commit to future resource transfers, violence breaks out. Using AidData's comprehensive dataset of bilateral and multilateral aid from 1981 to 2005, we evaluate the effects of foreign aid on violent armed conflict. In addition to rare-event logit analysis, we employ matching methods to account for the possibility that aid donors anticipate conflict. The results show that negative aid shocks significantly increase the probability of armed conflict onset.",One-way(Within),139*24,,,
10.2307/23025049,Statistical Critiques of the Democratic Peace: Caveat Emptor,Allan Dafoe,American Journal of Political Science,55,2,2011-04-01,pp. 247-262,"The ""democratic peace""â€”the inference that democracies rarely fight each otherâ€”is one of the most important and empirically robust findings in international relations (IR). This article surveys the statistical challenges to the democratic peace and critically analyzes a prominent recent critique (Gartzke 2007). Gartzke's claim that capitalist dynamics explain away the democratic peace relies on results problematically driven by (1) the censoring from the sample of observations containing certain communist countries or occurring before 1966, (2) the inclusion of regional controls, and (3) a misspecification of temporal controls. Analysis of these issues contributes to broader methodological debates and reveals novel characteristics of the democratic peace. Gartzke and other critics have contributed valuably to the study of IR; however, the democratic peace remains one of the most robust empirical associations in IR.",One-way(Within),,,,
10.2307/23025060,"Civic Education, Political Discussion, and the Social Transmission of Democratic Knowledge and Values in a New Democracy: Kenya 2002","Steven E. Finkel, Amy Erica Smith",American Journal of Political Science,55,2,2011-04-01,pp. 417-435,"How does civic education affect the development of democratic political culture in new democracies? Using a unique three-wave panel data set from Kenya spanning the transitional democratic election of 2002, we posit a two-step process of the social transmission of democratic knowledge, norms, and values. Civic education first affected the knowledge, values, and participatory inclinations of individuals directly exposed to the Kenyan National Civic Education Programme (NCEP). These individuals became opinion leaders, communicating these new orientations to others within their social networks. Individuals who discussed others' civic education experiences then showed significant growth in democratic knowledge and values, in many instances more than individuals with direct exposure to the program. We find further evidence of a ""compensation effect,"" such that the impact of civic education and post-civic education discussion was greater among Kenyans with less education and with lower levels of social integration.",Two-way,1900*2,,,
10.2307/23025048,"Foreign Aid, Democratization, and Civil Conflict: How Does Democracy Aid Affect Civil Conflict?","Burcu Savun, Daniel C. Tirone",American Journal of Political Science,55,2,2011-04-01,pp. 233-246,"It has been suggested that democratizing states are prone to civil wars. However, not all democratizing states experience domestic political violence. We argue that one of the key factors that ""shelters"" some democratizing states from domestic political violence is the receipt of democracy aid. Democratizing states that receive high levels of democracy assistance are less likely to experience civil conflict than countries that receive little or no external democracy assistance. During democratic transitions, the central authority weakens and uncertainty about future political commitments and promises among domestic groups increases. Democracy aid decreases the risk of conflict by reducing commitment problems and uncertainty. Using an instrumental variables approach that accounts for potential endogeneity problems in aid allocation, we find empirical support for our argument. We conclude that there is a potential path to democracy that ameliorates the perils of democratization, and democracy assistance programs can play a significant positive role in this process.",One-way(Within),76*23,,,
10.2307/23025055,Make It Rain? Retrospection and the Attentive Electorate in the Context of Natural Disasters,"John T. Gasper, Andrew Reeves",American Journal of Political Science,55,2,2011-04-01,pp. 340-355,"Are election outcomes driven by events beyond the control of politicians? Democratic accountability requires that voters make reasonable evaluations of incumbents. Although natural disasters are beyond human control, the response to these events is the responsibility of elected officials. In a county-level analysis of gubernatorial and presidential elections from 1970 to 2006, we examine the effects of weather events and governmental responses. We find that electorates punish presidents and governors for severe weather damage. However, we find that these effects are dwarfed by the response of attentive electorates to the actions of their officials. When the president rejects a request by the governor for federal assistance, the president is punished and the governor is rewarded at the polls. The electorate is able to separate random events from governmental responses and attribute actions based on the defined roles of these two politicians.",Two-way,3100*18,,,
10.2307/23020076,Hierarchical and Collegial Politics on the U.S. Courts of Appeals,Jonathan P. Kastellec,The Journal of Politics,73,2,2011-04-01,pp. 345-361,"Do hierarchical politics in the federal judiciary shape collegial politics on the U.S. Courts of Appeals and thus influence judicial voting and case outcomes? I develop a model in which the political control of the dual layer of hierarchy above three-judge panelsΓÇöfull circuits and the Supreme CourtΓÇöaffects the ability of a single Democratic or Republican judge on a three-judge panel to influence two colleagues from the opposing party. The theory predicts that panel majorities should be more strongly influenced by a single judge of the opposing partyΓÇöa ""counter-judge""ΓÇöwhen that judge is aligned with the Supreme Court. Examining thousands of judicial votes in multiple issue areas, I show that the effect of adding a counter-judge to a panel is indeed asymmetric, and varies based on hierarchical alignment. The interaction of hierarchical and collegial politics increases the Supreme Court's control of the judicial hierarchy and helps promote the rule of law.",Two-way,,,,
10.2307/41495068,The Structure of Inequality and the Politics of Redistribution,"NOAM LUPU, JONAS PONTUSSON",The American Political Science Review,105,2,2011-05-01,pp. 316-336,"Against the current consensus among comparative political economists, we argue that inequality matters for redistributive politics in advanced capitalist societies, but it is the structure of inequality, not the level of inequality, that matters. Our theory posits that middle-income voters will be inclined to ally with low-income voters and support redistributive policies when the distance between the middle and the poor is small relative to the distance between the middle and the rich. We test this proposition with data from 15 to 18 advanced democracies and find that both redistribution and nonelderly social spending increase as the dispersion of earnings in the upper half of the distribution increases relative to the dispersion of earnings in the lower half of the distribution. In addition, we present survey evidence on preferences for redistribution among middle-income voters that is consistent with our theory and regression results indicating that left parties are more likely to participate in government when the structure of inequality is characterized by skew.",One-way(Within),15*6,Beck and Katz (2004),"PCSEs, Lagged Dv",
10.2307/23019464,Newspaper Coverage of Political Scandals,"Riccardo Puglisi, James M. Snyder, Jr.",The Journal of Politics,73,3,2011-06-01,pp. 931-950,"We study the coverage of U.S. political scandals by U.S. newspapers during the past decade. Using automatic keyword-based searches we collected data on 32 scandals and approximately 200 newspapers. We find that Democratic-leaning newspapersΓÇöi.e., those with a higher propensity to endorse Democratic candidates in electionsΓÇöprovide relatively more coverage of scandals involving Republican politicians than scandals involving Democratic politicians, while Republican-leaning newspapers tend to do the opposite. This is true even after controlling for the average partisan leanings of readers. In contrast, newspapers appear to cater to the partisan tastes of readers only for local scandals.",Two-way,213*14,,,
10.2307/23024942,"Immigration, Globalization, and Unemployment Benefits in Developed EU States","Christine S. Lipsmeyer, Ling Zhu",American Journal of Political Science,55,3,2011-07-01,pp. 647-664,"At a time of mounting concern about how traditional welfare states will react to globalization, there has been increasing interest in specifying how global economic forces affect welfare policies in industrialized states. Building on theories from the political economy and comparative institutional literatures, we analyze the influence of an important aspect of globalizationâ€”the flow of immigration. Focusing on states in the European Union, we present a theoretical model that illustrates the interactive relationships between immigration, EU labor market integration, and domestic institutions. Our findings highlight how immigration in conjunction with domestic political institutions affects unemployment provisions, while labor market integrative forces remain in the background. The story of immigration and unemployment compensation in the EU is less about the opening of borders and the market forces of integration and more about the domestic political pressures.",One-way(Within),15*36,Beck and Katz (1995),"Lagged DV, PCSEs",
10.2307/23024944,Diffusion through Democracy,Katerina Linos,American Journal of Political Science,55,3,2011-07-01,pp. 678-695,"Many argue that international norms influence government behavior, and that policies diffuse from country to country, because of idea exchanges within elite networks. However, politicians are not free to follow their foreign counterparts, because domestic constituencies constrain them. This article examines how electoral concerns shape diffusion patterns and argues that foreign templates and international organization recommendations can shift voters' policy positions and produce electoral incentives for politicians to mimic certain foreign models. Experimental individual-level data from the field of family policy illustrates that even U.S. voters shift positions substantially when informed about UN recommendations and foreign countries' choices. However, voters receive limited information about international developments, biased towards the policy choices of large and proximate countries. Aggregate data on the family policy choices of OECD countries show how voters' limited information about international models shapes government decisions: governments are disproportionately likely to mimic countries whose news citizens follow, and international organizations are most influential in countries with internationally oriented citizens.",Two-way,18*24,,,
10.2307/23024932,The Jackie (and Jill) Robinson Effect: Why Do Congresswomen Outperform Congressmen?,"Sarah F. Anzia, Christopher R. Berry",American Journal of Political Science,55,3,2011-07-01,pp. 478-493,"If voters are biased against female candidates, only the most talented, hardest working female candidates will succeed in the electoral process. Furthermore, if women perceive there to be sex discrimination in the electoral process, or if they underestimate their qualifications for office, then only the most qualified, politically ambitious females will emerge as candidates. We argue that when either or both forms of sex-based selection are present, the women who are elected to office will perform better, on average, than their male counterparts. We test this central implication of our theory by studying the relative success of men and women in delivering federal spending to their districts and in sponsoring legislation. Analyzing changes within districts over time, we find that congresswomen secure roughly 9% more spending from federal discretionary programs than congressmen. Women also sponsor and cosponsor significantly more bills than their male colleagues.",Two-way,733*13,,D-in-D,
10.2307/23024941,Business as Usual? Economic Responses to Political Tensions,"Christina L. Davis, Sophie Meunier",American Journal of Political Science,55,3,2011-07-01,pp. 628-646,"Do political tensions harm economic relations? Theories claim that trade prevents war and political relations motivate trade, but less is known about whether smaller shifts in political relations impact economic exchange. Looking at two major economies, we show that negative events have not hurt U.S. or Japanese trade or investment flows. We then examine specific incidents of tensions in U.S.-French and Sino-Japanese relations over the past decadeâ€”two case pairs that allow us to compare varying levels of political tension given high existing economic interdependence and different alliance relations. Aggregate economic flows and high salience sectors like wine and autos are unaffected by the deterioration of political relations. In an era of globalization, actors lack incentives to link political and economic relations. We argue that sunk costs in existing trade and investment make governments, firms, and consumers unlikely to change their behavior in response to political disputes.",Two-way,152*56,,,
10.2307/41480859,Making Outsiders' Votes Count: Detecting Electoral Fraud through a Natural Experiment,"KENTARO FUKUMOTO, YUSAKU HORIUCHI",The American Political Science Review,105,3,2011-08-01,pp. 586-603,"Weak electoral registration requirements are commonly thought to encourage electoral participation, but may also promote electoral fraud. As one possibility, candidates and their supporters can more easily mobilize voters who do not reside within the district to register there fraudulently and vote for that district's candidates. We statistically detect this classic type of electoral fraud for the time, by taking advantage of a natural experimental setting in Japanese municipal elections. We argue that whether or not a municipal election was held in April 2003 can be regarded as an ""as-if"" randomly assigned treatment. A differences-in-differenees analysis of municipality-month panel data shows that increase in the new population just prior to April 2003 is significantly larger in treatment municipalities (with an election) than in control ones (without an election). The estimated effects are decisive enough to change the electoral results when the election is competitive. We argue that our approachâ€”""election timing as treatment""â€”can be applied to investigate not only this type of electoral fraud but also electoral connections in other countries.",Unclear,,,D-in-D,
10.2307/41480858,Patronage and Elections in U.S. States,"OLLE FOLKE, SHIGEO HIRANO, JAMES M. SNYDER JR.",The American Political Science Review,105,3,2011-08-01,pp. 567-585,"Does control of patronage jobs significantly increase a political party's chances of winning elections in U.S. states? We employ a differences-in-differences design, exploiting the considerable variation in the dates that different states adopted civil service reforms. Our evidence suggests that political parties in U.S. states were able to use state-level patronage to increase the probability of maintaining control of state legislatures and statewide elective offices. We also find that an ""entrenched"" party, in power for a longer time, can use patronage more effectively. We consider several alternative hypotheses that might plausibly account for the patterns in the data, but find no evidence to support them.",Two-way,50*100,,,
10.2307/41480856,The Ideological Mapping of American Legislatures,"BORIS SHOR, NOLAN McCARTY",The American Political Science Review,105,3,2011-08-01,pp. 530-551,"The development and elaboration of the spatial theory of voting has contributed greatly to the study of legislative decision making and elections. Statistical models that estimate the spatial locations of individual decision-makers have made a key contribution to this success. Spatial models have been estimated for the U.S. Congress, the Supreme Court, U.S. presidents, a large number of non-U.S. legislatures, and supranational organizations. Yet one potentially fruitful laboratory for testing spatial theories, the individual U.S. states, has remained relatively unexploited, for two reasons. First, state legislative roll call data have not yet been systematically collected for all states over time. Second, because ideal point models are based on latent scales, comparisons of ideal points across states or even between chambers within a state are difficult. This article reports substantial progress on both fronts. First, we have obtained the roll call voting data for all state legislatures from the mid-1990s onward. Second, we exploit a recurring survey of state legislative candidates to allow comparisons across time, chambers, states as well as with the U.S. Congress. The resulting mapping of America's state legislatures has great potential to address numerous questions not only about state politics and policymaking, but also about legislative politics in general.",One-way(Within),50*13,,,
10.2307/41480857,Do Democracies Select More Educated Leaders?,"TIMOTHY BESLEY, MARTA REYNAL-QUEROL",The American Political Science Review,105,3,2011-08-01,pp. 552-566,"This paper uses a unique data set on over 1,400 world leaders between 1848 and 2004 to investigate differences in educational qualifications between leaders who are selected in democracies and autocracies. After including country and year fixed effects, we find that democracies are around 20% more likely to select highly educated leaders. This finding is robust to a wide range of specifications, choices of subsamples, controls, and ways of measuring education and democracy.",Two-way,*156,,,
10.2307/23025126,"More Inequality, More Killings: The Maoist Insurgency in Nepal","Mani Nepal, Alok K. Bohara, Kishore Gawande",American Journal of Political Science,55,4,2011-10-01,pp. 886-906,"The hypothesis of inequality as the source of violent conflict is investigated empirically in the context of killings by Nepalese Maoists in their People's War against their government during 1996â€”2003. The dependent variable is the total number of people killed during that period by Maoist rebels in each of 3,857 villages. Inequality is measured by the Gini, the Esteban-Ray polarization index, and four other between-groups indexes. Using models with district fixed effects, and instrumenting for endogeneity of the inequality measures, we find strong evidence that greater inequality escalated killings by Maoists. Poverty did not necessarily increase violence. Education moderated the effect of inequality on killing, while predominance of farmers and of Nepali speakers exacerbated it. We find evidence that more killings occurred in populous villages, lending support to the idea that violence was directed at expanding the Maoist franchise by demonstrating that opposition to the monarchy and elites in power was possible to achieve.",One-way(Within),75*7,,,
10.2307/23025119,The Lengthened Shadow of Another Institution? Ideal Point Estimates for the Executive Branch and Congress,"Anthony M. Bertelli, Christian R. Grose",American Journal of Political Science,55,4,2011-10-01,pp. 767-781,"While the president's relationship to Congress has been carefully studied, the broader executive branch has received far less attention in that context. Scholars rely on assumptions about the relationship between the president and cabinet departments that remain untested. We construct the first statistical portrait of executive branch ideology by estimating ideal points for members of Congress, presidents, and the heads of cabinet-level departments between 1991 and 2004 in a Bayesian framework. We empirically assess claims about the composition of the president's administrative team and the influence of institutions on the ideology of principal executive decision makers. We also test an important claim regarding the trade-off between ideological congruence and budgetary authority to demonstrate the utility of our estimates for other scholars. Our analysis reveals a new picture of the executive branch as ideologically diverse, casting into doubt some essential assumptions in a substantial body of work on the separation of powers.",One-way(Within),15*10,,,
10.2307/23025128,Power within Parties: The Strength of the Local Party and MP Independence in Postcommunist Europe,Margit Tavits,American Journal of Political Science,55,4,2011-10-01,pp. 923-936,"This study argues that organizationally stronger local party branches are more powerful within the party than organizationally weaker branches: they can better perform the tasks central to the party, which include communication with, and mobilization of, voters. I further argue that this subunit power should be manifested in the parliamentary behavior and status of MPs: those from districts where the local party organization is strong are more likely (1) to behave independently in parliament and break party unity and (2) to hold leadership positions in parliamentary committees. I find support for these propositions in the analysis of 12 legislatures from four postcommunist democraciesâ€”Czech Republic, Estonia, Hungary, and Poland. The results remain robust against various alternative explanations.",,,,,The Between Effect
10.2307/23025120,Electoral Selection with Parties and Primaries,"James M. Snyder, Jr., Michael M. Ting",American Journal of Political Science,55,4,2011-10-01,pp. 782-796,"We develop a model of intraparty candidate selection under partisan electoral competition and voter uncertainty. Candidates for office belong to parties, which are factions of ideologically similar candidates. Each party's candidate for a general election can be selected either by a ""centralized"" mechanism that effectively randomizes over possible candidates or by voters in a primary election. The electorate cares about ideology and valence, and both primary and general elections may reveal candidate valences. Our main theoretical result is that while primaries raise the expected quality of a party's candidates, they may hurt the ex ante preferred party in a competitive electorate by increasing the chances of revealing the opposing party's candidates as superior. Thus, primaries are adopted in relatively extreme districts where a clear favorite party exists. An empirical analysis of the adoption of direct primaries and the competitiveness of primary elections across U.S. states supports these predictions.",Two-way,,,,
10.2307/23025124,How Lasting Is Voter Gratitude? An Analysis of the Short- and Long-Term Electoral Returns to Beneficial Policy,"Michael M. Bechtel, Jens Hainmueller",American Journal of Political Science,55,4,2011-10-01,pp. 852-868,"Dominant theories of electoral behavior emphasize that voters myopically evaluate policy performance and that this shortsightedness may obstruct the welfare-improving effect of democratic accountability. However, we know little about how long governments receive electoral credit for beneficial policies. We exploit the massive policy response to a major natural disaster, the 2002 Elbe flooding in Germany, to provide an upper bound for the short- and long-term electoral returns to targeted policy benefits. We estimate that the flood response increased vote shares for the incumbent party by 7 percentage points in affected areas in the 2002 election. Twenty-five percent of this short-term reward carried over to the 2005 election before the gains vanished in the 2009 election. We conclude that, given favorable circumstances, policy makers can generate voter gratitude that persists longer than scholarship has acknowledged so far, and elaborate on the implications for theories of electoral behavior, democratic accountability, and public policy.",Two-way,300*5,,D-in-D,
10.2307/41407609,Democracy and Transparency,"James R. Hollyer, B. Peter Rosendorff, James Raymond Vreeland",The Journal of Politics,73,4,2011-10-01,pp. 1191-1205,"Are democracies more transparent than other types of political regimes? Many people believe that the presence of elections alone is not sufficient for a country to be considered democratic and that transparency must be included as part of the definition of political regime. We agree that contestability of elections and transparency of policymaking are analytically distinct concepts. Adopting minimalist approaches to democracy and transparency, we ask a basic question: do electoral politics provide incentives for governments to disseminate data? We thus investigate theoretically the relationship between regime type and the willingness of policy makers to provide credible announcements on policy-relevant variables. And we demonstrate empirically that the availability (or absence) of policy-relevant data is correlated with regime type, even after controlling for GDP per capita, IMF participation, country fixed-effects, and time trends. Democracies are indeed more transparent.",One-way(Within),*48,,,
10.2307/41407601,Do Individual Representatives Influence Government Transfers? Evidence from Japan,Shigeo Hirano,The Journal of Politics,73,4,2011-10-01,pp. 1081-1094,"Conventional wisdom is that during the second half of the twentieth century, Japanese Diet members served as ""pipelines"" between the national treasury and their constituents. This article employs two identification strategies to estimate how much individual Liberal Democratic Party (LDP) incumbents in the Lower House of the Diet influenced the distribution of government transfers during the period 1977 to 1992. The first exploits the changes in representation following the midterm deaths of Japanese representatives. The second uses the discontinuity in LDP representation when LDP candidates win or lose elections by very narrow margins. Overall, the influence of individual representatives on central-to-locality transfers is relatively small. However, the LDP incumbents who win office by small electoral margins do appear to affect per capita central government transfers to the municipalities where the incumbent had substantial electoral support.",Two-way,*25,,,
10.2307/41407598,The Provision of Local Public Goods in Diverse Communities: Analyzing Municipal Bond Elections,"Jacob S. Rugh, Jessica Trounstine",The Journal of Politics,73,4,2011-10-01,pp. 1038-1050,"Scholars have shown that diversity depresses public goods provision. In U.S. cities, racial and ethnic divisions could seriously undermine investment. However, diverse cities spend significant amounts on public goods. We ask how these communities overcome their potential collective action problem. Using a new data set on more than 3,000 municipal bond elections, we show that strategic politicians encourage cooperation. Diversity leads officials to more selective about requesting approval for investment and more attentive to coalition building. We show that diverse communities see fewer bond elections, but that the bonds proposed are larger and pass at higher rates. Diverse cities tend to offer voters bonds with more spending categories and are more likely to hold referenda during general ├⌐lections. As a result, diverse cities do just as well as homogenous cities in issuing voter-authorized debt. Thus, political elites perform an important mediating function in the generation of public goods.",One-way(Within),50*15,,,
10.2307/23275353,Newspapers and Parties: How Advertising Revenues Created an Independent Press,MARIA PETROVA,The American Political Science Review,105,4,2011-11-01,pp. 790-808,"Media freedom strongly inhibits corruption and promotes good governance, but what leads to media freedom? Do economic development and higher advertising revenues tend to make media outlets independent of political groups' influence? Using data on nineteenth-century American newspapers, I show that places with higher advertising revenues were likelier to have newspapers that were independent of political parties. Similar results hold when local advertising rates are instrumented by regulations on outdoor advertising and newspaper distribution. In addition, newly created newspapers were more likely to enter the market as independents in places with higher advertising rates. I also exploit the precise timing of major changes in advertising rates to identify how advertising revenues affected the entry of new newspapers. Finally, I demonstrate that economic development, and concomitant higher advertising revenue, is not the only reason that an independent press expands; political factors also played a role.",One-way(Within),50*5,,,
10.2307/23275354,"Democracy, Development, and the International System",CARLES BOIX,The American Political Science Review,105,4,2011-11-01,pp. 809-828,"Resolving a controversy on the relationship of development to democratization, this article expands the time period under study with panel data running from the early nineteenth century (a time where hardly any country was democratic) to the end of the twentieth century, and shows a positive and significant effect of income on the likelihood of democratic transitions and democratic consolidations. The estimations hold after I control for country and time effects and instrument for income. Results reveal that the effect of income varies across income levels and across eras. First, income has a decreasing marginal effect on democratization. In already developed (and democratized) countries, any extra growth has no further effect on the level of democracy. Second, the structure of the international system affects the resources and strategies of pro-authoritarian and pro-democratic factions in client states. The proportion of liberal democracies peaks under international orders governed by democratic hegemons, such as the postâ€”Cold War period, and bottoms out when authoritarian great powers such as the Holy Alliance control the world system.",Two-way,154*180,,,
10.2307/23275349,Politicizing Agency Spending Authority: Lessons from a Bush-era Scandal,SANFORD C. GORDON,The American Political Science Review,105,4,2011-11-01,pp. 717-734,"When can presidents direct bureaucrats to allocate government expenditures for electoral purposes? To address this question, I exploit a scandal concerning the General Services Administration (GSA), an agency that contracts with private vendors to provide supplies and real estate to other agencies. Shortly after Republican losses in 2006, a White House deputy gave a presentation to GSA political appointees identifying potentially vulnerable congressional districts. I find that vendors in prioritized Republican districts experienced unusually large new contract actions from the GSA's Public Buildings Service following the presentation relative to unmentioned districts, a discrepancy that disappeared once the Washington Post broke the story. Contracts supervised by the agency's Federal Acquisition Service, by contrast, were largely unresponsive to the briefing and media scrutiny. My findings suggest that the extent to which executives succeed in politicizing discretionary allocation decisions depends upon key features of the implementing agency's tasks and its informational environment.",Unclear,,,D-in-D,
10.2307/23075147,"The Intersection of Redistricting, Race, and Participation","Danny Hayes, Seth C. McKee",American Journal of Political Science,56,1,2012-01-01,pp. 115-130,"The drawing of congressional district lines can significantly reduce political participation in U.S. House elections, according to recent work. But such studies have failed to explain which citizens' voting rates are most susceptible to the dislocating effects of redistricting and whether the findings are generalizable to a variety of political contexts. Building on this nascent literature and work on back political participation, we show that redistricting's negative effects on participationâ€”measured by voter roll-off in U.S. House electionsâ€”are generally strongest among African Americans, but that black voters can be mobilized when they are redrawn into a black representative's congressional district. Our findings, based on data from 11 postredistricting elections in five states from 1992 through 2006, both expand the empirical scope of previous work and suggest that redistricting plays a previously hidden role in affecting black participation in congressional contests.",One-way(Time),,,,
10.2307/23075151,Effective Foreign Aid Following Civil War: The Nonstrategic-Desperation Hypothesis,Desha M. Girod,American Journal of Political Science,56,1,2012-01-01,pp. 188-201,"When does aid foster development after civil war? A testable model is needed to account for the uneven outcomes in postconflict development. This article proposes and empirically tests the novel nonstrategic-desperation hypothesis, an explanation based on the varied incentives that fragile postconflict governments face when confronted with donor development goals. Paradoxically, incentives to meet development goals only exist when donors have little strategic interest in the recipients and when recipients lack income from resource rents and are therefore desperate for income. Ten-year data on infant mortality changes following civil wars ending 1970â€“96 and a variety of robustness checks support the hypothesis. By focusing on how income sources constrain the choices of aid recipients, and how these constraints can provide incentives to meet donor development goals, the nonstrategic-desperation hypothesis explains how the good use of aid can take place following civil war, when institutions are weak.",One-way(Within),1305*26,,,
10.2307/23075150,Who Takes the Blame? The Strategic Effects of Collateral Damage,"Luke N. Condra, Jacob N. Shapiro",American Journal of Political Science,56,1,2012-01-01,pp. 167-187,"Can civilians caught in civil wars reward and punish armed actors for their behavior? If so, do armed actors reap strategic benefits from treating civilians well and pay for treating them poorly? Using precise geo-coded data on violence in Iraq from 2004 through 2009, we show that both sides are punished for the collateral damage they inflict. Coalition killings of civilians predict higher levels of insurgent violence and insurgent killings predict less violence in subsequent periods. This symmetric reaction is tempered by preexisting political preferences; the anti-insurgent reaction is not present in Sunni areas, where the insurgency was most popular, and the anti-Coalition reaction is not present in mixed areas. Our findings have strong policy implications, provide support for the argument that information civilians share with government forces and their allies is a key constraint on insurgent violence, and suggest theories of intrastate violence must account for civilian agency.",Two-way,140*185,,D-in-D,
10.2307/41407650,"Multilateral Trade and Militarized Conflict: Centrality, Openness, and Asymmetry in the Global Trade Network",Brandon J Kinne,The Journal of Politics,74,1,2012-01-01,pp. 308-322,"Studies of the trade-conflict relationship typically emphasize dyadic over multilateral trade, ignoring the large-scale effects of trade integration. Openness, a common measure of integration, is conceptually problematic and yields inconsistent empirical results. Drawing on the concept of network centrality, I develop a network approach to integration, emphasizing three aspects of multilateral trade: breadth of trade ties, depth of trade ties, and commercial distance between nonpartners. I then extend the dyadic logics of the trade-conflict literature to the multilateral level, focusing on (1) theories that predict that trade reduces conflict, either by increasing opportunity costs or by creating signaling mechanisms, and (2) theories that predict that trade, especially when asymmetric, increases the political autonomy of states and thus encourages aggression. Extensive country-year analysis shows that, consistent with the first set of theories, network centrality unilaterally constrains aggression. More central states initiate fewer conflicts, even when their trade ties are highly asymmetric.",One-way(Within),169*51,,,
